model,GT_percent,GPT-5.1_percent,Gemini_percent,Deepseek_percent,GPT-5.1_over_GT,Gemini_over_GT,Deepseek_over_GT
h100,0.011960292,0,0,0,0,0,0
healthgptxl32,0.011960292,0,0,0,0,0,0
healthgpt14b,0.011960292,0,0,0,0,0,0
healthgpt,0.011960292,0,0,0,0,0,0
he,0.011960292,0,0,0,0,0,0
hbm4,0.011960292,0,0,0,0,0,0
hbllmrow,0.011960292,0,0,0,0,0,0
hbllmcol,0.011960292,0,0,0,0,0,0
havencodeqwen,0.011960292,0,0,0,0,0,0
haven,0.011960292,0,0,0,0,0,0
hatespeech,0.011960292,0,0,0,0,0,0
hata,0.011960292,0,0,0,0,0,0
hass,0.011960292,0,0,0,0,0,0
harnessing,0.011960292,0,0,0,0,0,0
harnessagent,0.011960292,0,0,0.039541321,0,0,3.306049822
harmony,0.011960292,0,0,0,0,0,0
harmbenchllama213bcls,0.011960292,0,0,0,0,0,0
hgn,0.011960292,0,0,0,0,0,0
hft,0.011960292,0,0,0,0,0,0
hflflowllm,0.011960292,0.0304414,0,0.039541321,2.545205479,0,3.306049822
hflann,0.011960292,0,0,0,0,0,0
heuristicthreshold,0.011960292,0,0,0,0,0,0
hetsann,0.011960292,0,0,0,0,0,0
hermes4405b,0.011960292,0,0,0,0,0,0
hermes3llama318b,0.011960292,0,0,0,0,0,0
hermes38b,0.011960292,0,0,0,0,0,0
hermes,0.011960292,0,0,0,0,0,0
heft,0.011960292,0,0,0,0,0,0
heco,0.011960292,0,0,0,0,0,0
hipporag,0.011960292,0,0,0,0,0,0
hinormer,0.011960292,0,0,0,0,0,0
hindishformer,0.011960292,0,0,0,0,0,0
hiertransbert,0.011960292,0,0,0,0,0,0
hierrouter,0.011960292,0,0,0,0,0,0
hierarchicaltransformer,0.011960292,0,0,0.039541321,0,0,3.306049822
hierarchicalmerge,0.011960292,0,0,0,0,0,0
hierarchicalclustering,0.011960292,0,0,0,0,0,0
hicqagraph,0.011960292,0,0,0,0,0,0
hhem,0.011960292,0,0,0,0,0,0
hgwo,0.011960292,0,0,0,0,0,0
hgs,0.011960292,0,0,0,0,0,0
hgprompt,0.011960292,0,0,0,0,0,0
hpcagenttester,0.011960292,0,0,0.039541321,0,0,3.306049822
hotflip,0.011960292,0,0,0,0,0,0
holov,0.011960292,0,0,0,0,0,0
holodeck,0.011960292,0,0,0,0,0,0
holmes,0.011960292,0,0,0,0,0,0
hmr3d,0.011960292,0,0,0,0,0,0
hlopso,0.011960292,0,0,0,0,0,0
hivt5,0.011960292,0,0,0,0,0,0
history,0.011960292,0,0,0,0,0,0
historicfrench,0.011960292,0,0,0,0,0,0
historicchinese,0.011960292,0,0,0,0,0,0
hisektqp,0.011960292,0,0,0,0,0,0
hisektds,0.011960292,0,0,0,0,0,0
hired,0.011960292,0,0,0,0,0,0
hique,0.011960292,0,0,0,0,0,0
hipporagv2,0.011960292,0,0,0,0,0,0
humanoidlla,0.011960292,0,0,0,0,0,0
humanexperts,0.011960292,0,0,0,0,0,0
human,0.011960292,0,0,0,0,0,0
hubertminichat,0.011960292,0,0,0,0,0,0
huaweixiaoyi,0.011960292,0,0,0,0,0,0
htssa,0.011960292,0,0,0,0,0,0
htp,0.011960292,0,0,0,0,0,0
ht2as,0.011960292,0,0,0,0,0,0
hskagent,0.011960292,0,0,0,0,0,0
hsevo,0.011960292,0,0,0,0,0,0
hsdte,0.011960292,0,0,0,0,0,0
hsaultralong,0.011960292,0,0,0,0,0,0
hsats,0.011960292,0,0,0,0,0,0
hqpso,0.011960292,0,0,0,0,0,0
advprompter,0.011960292,0,0,0,0,0,0
advantagealignment,0.011960292,0,0,0,0,0,0
adone,0.011960292,0,0,0,0,0,0
adnagent,0.011960292,0,0,0,0,0,0
admmslim,0.011960292,0,0,0,0,0,0
admmdistributed,0.011960292,0,0,0,0,0,0
urdformer,0.011960292,0,0,0,0,0,0
urag7b,0.011960292,0,0,0,0,0,0
urag4b,0.011960292,0,0,0,0,0,0
urag3b,0.011960292,0,0,0,0,0,0
uptodateexpertai,0.011960292,0,0,0,0,0,0
updn,0.011960292,0,0,0,0,0,0
unstructuredrag,0.011960292,0,0,0,0,0,0
unsolvablerl,0.011960292,0,0,0,0,0,0
univfd,0.011960292,0,0,0,0,0,0
icalingam,0.011960292,0,0,0,0,0,0
icag,0.011960292,0,0,0,0,0,0
icadllm,0.011960292,0,0,0,0,0,0
hyperion,0.011960292,0,0,0,0,0,0
hydronet,0.011960292,0,0,0,0,0,0
hybridplanner,0.011960292,0,0,0,0,0,0
hybridllm,0.011960292,0,0,0,0,0,0
hybridensemble,0.011960292,0,0,0,0,0,0
hybrid,0.011960292,0,0,0,0,0,0
hunyuan18binstruct,0.011960292,0,0,0,0,0,0
ilora,0.011960292,0,0,0,0,0,0
ilbert,0.011960292,0,0,0,0,0,0
iimedical8b,0.011960292,0,0,0,0,0,0
igor,0.011960292,0,0,0,0,0,0
igar,0.011960292,0,0,0,0,0,0
ifairy,0.011960292,0,0,0,0,0,0
idktuning,0.011960292,0,0,0,0,0,0
idefics3,0.011960292,0,0,0,0,0,0
ida,0.011960292,0,0,0,0,0,0
iclmodel,0.011960292,0,0,0,0,0,0
iclenglish,0.011960292,0,0,0,0,0,0
icldiff,0.011960292,0,0,0,0,0,0
iclaif,0.011960292,0,0,0,0,0,0
icl,0.011960292,0,0,0,0,0,0
icecp,0.011960292,0,0,0,0,0,0
instructblip7b,0.011960292,0,0,0,0,0,0
inst3dllm,0.011960292,0,0,0,0,0,0
innospark7b0715,0.011960292,0,0,0,0,0,0
informer,0.011960292,0.0304414,0,0.039541321,2.545205479,0,3.306049822
infograph,0.011960292,0,0,0,0,0,0
infinigen,0.011960292,0,0,0,0,0,0
incontextalias,0.011960292,0,0,0,0,0,0
incft,0.011960292,0,0,0,0,0,0
inceptionv3,0.011960292,0,0,0,0,0,0
impact4cast,0.011960292,0,0,0,0,0,0
img2llm,0.011960292,0,0,0,0,0,0
imad,0.011960292,0,0,0,0,0,0
clverilog,0.011960292,0,0,0,0,0,0
internvl2,0.011960292,0.0304414,0,0,2.545205479,0,0
internvit300m,0.011960292,0,0,0,0,0,0
internlmxc24khd,0.011960292,0,0,0,0,0,0
internlm38binstruct,0.011960292,0,0,0,0,0,0
internlm2520b,0.011960292,0,0,0,0,0,0
internlm18b,0.011960292,0,0,0,0,0,0
internal3bmodel,0.011960292,0,0,0,0,0,0
intern35vl,0.011960292,0,0,0,0,0,0
intern257bchat,0.011960292,0,0,0,0,0,0
interlace,0.011960292,0,0,0,0,0,0
instructmol,0.011960292,0,0,0,0,0,0
instructionalprevention,0.011960292,0,0,0,0,0,0
instructblipvicuna7b,0.011960292,0,0,0,0,0,0
internvl35241ba28b,0.011960292,0,0,0,0,0,0
internvl226b,0.011960292,0,0,0,0,0,0
codealpaca,0.011960292,0,0,0,0,0,0
cod,0.011960292,0,0,0,0,0,0
cocoop,0.011960292,0,0,0,0,0,0
cobrra,0.011960292,0,0,0,0,0,0
coalm8b,0.011960292,0,0,0,0,0,0
coalm70b,0.011960292,0,0,0,0,0,0
cnnlstm,0.011960292,0,0,0.079082641,0,0,6.612099644
cnf,0.011960292,0,0,0,0,0,0
cmsa,0.011960292,0,0,0,0,0,0
cmo,0.011960292,0,0,0,0,0,0
cmas,0.011960292,0,0,0,0,0,0
cmal,0.011960292,0,0,0,0,0,0
unitok,0.011960292,0,0,0,0,0,0
unitarytoxicity,0.011960292,0,0,0,0,0,0
unimot,0.011960292,0,0,0,0,0,0
unimoetts,0.011960292,0,0,0,0,0,0
unimoe20omni,0.011960292,0,0,0,0,0,0
unimoe20image,0.011960292,0,0,0,0,0,0
unimoe20gspo,0.011960292,0,0,0,0,0,0
unimoe20dpo,0.011960292,0,0,0,0,0,0
unimoe20coldstart,0.011960292,0,0,0,0,0,0
unimoe20base,0.011960292,0,0,0,0,0,0
unimoe20,0.011960292,0,0,0,0,0,0
uniformsouping,0.011960292,0,0,0,0,0,0
uniformlocalist,0.011960292,0,0,0,0,0,0
uniformdistributed,0.011960292,0,0,0,0,0,0
ise,0.011960292,0,0,0,0,0,0
iraceevo,0.011960292,0,0,0,0,0,0
irace,0.011960292,0,0,0,0,0,0
ippo,0.011960292,0,0,0,0,0,0
ipo,0.011960292,0,0,0,0,0,0
invgcn,0.011960292,0,0,0,0,0,0
invgcllm,0.011960292,0,0,0,0,0,0
invgcl,0.011960292,0,0,0,0,0,0
invcf,0.011960292,0,0.02985966,0,0,2.496566139,0
intsum,0.011960292,0,0,0,0,0,0
intro,0.011960292,0,0,0,0,0,0
internvlchatv15,0.011960292,0,0,0,0,0,0
internvl3530ba3b,0.011960292,0,0,0,0,0,0
jet,0.011960292,0,0,0,0,0,0
jens,0.011960292,0,0,0,0,0,0
januspro7b,0.011960292,0,0,0,0,0,0
jambamini,0.011960292,0,0,0,0,0,0
jambalarge,0.011960292,0,0,0,0,0,0
jamba15,0.011960292,0,0,0,0,0,0
jailbreakantidote,0.011960292,0,0,0,0,0,0
ivytmkstructured,0.011960292,0,0,0,0,0,0
ivytmkbasic,0.011960292,0,0,0,0,0,0
ittgen,0.011960292,0,0,0,0,0,0
itemrag,0.011960292,0.0304414,0,0,2.545205479,0,0
itemknn,0.011960292,0,0,0,0,0,0
kernelllm,0.011960292,0,0,0,0,0,0
kernelband,0.011960292,0,0,0,0,0,0
kdragent,0.011960292,0,0,0,0,0,0
kdcot,0.011960292,0,0,0,0,0,0
kat,0.011960292,0,0,0,0,0,0
kardiar1,0.011960292,0,0.02985966,0,0,2.496566139,0
kar,0.011960292,0,0,0,0,0,0
kano,0.011960292,0,0,0,0,0,0
kananasafeguardsiren8b,0.011960292,0,0,0,0,0,0
kananasafeguardprompt21b,0.011960292,0,0,0,0,0,0
kananasafeguard8b,0.011960292,0,0,0,0,0,0
josiefiedqwen257b,0.011960292,0,0,0,0,0,0
jointmodel,0.011960292,0,0,0,0,0,0
jitgnn,0.011960292,0,0,0,0,0,0
jinaembeddingsv4,0.011960292,0,0,0,0,0,0
clipn,0.011960292,0,0,0,0,0,0
clipdr,0.011960292,0,0,0,0,0,0
kgwsoft,0.011960292,0,0,0,0,0,0
kgwhard,0.011960292,0,0,0,0,0,0
kgwd,0.011960292,0,0,0,0,0,0
kgw,0.011960292,0,0,0,0,0,0
kglsroco,0.011960292,0,0,0,0,0,0
kglsreevo,0.011960292,0,0,0,0,0,0
kglsmctsahd,0.011960292,0,0,0,0,0,0
kgls,0.011960292,0,0,0,0,0,0
kggen,0.011960292,0,0,0,0,0,0
keywordclassifier,0.011960292,0,0,0,0,0,0
keyphraseclustering,0.011960292,0,0,0,0,0,0
kevin32b,0.011960292,0,0,0,0,0,0
kimik20905,0.011960292,0,0,0,0,0,0
kimik20711preview,0.011960292,0,0,0,0,0,0
kimik15,0.011960292,0,0,0,0,0,0
kimidev,0.011960292,0,0,0,0,0,0
kimiaudio,0.011960292,0,0,0,0,0,0
clusterfusion,0.011960292,0,0,0,0,0,0
cloze,0.011960292,0,0,0,0,0,0
closer,0.011960292,0,0,0,0,0,0
clipvitl14336,0.011960292,0,0,0,0,0,0
clipvitl14,0.011960292,0,0,0,0,0,0
clipvith,0.011960292,0,0,0,0,0,0
clipvitb32,0.011960292,0.0304414,0,0,2.545205479,0,0
unifiedio2large,0.011960292,0,0,0,0,0,0
unif,0.011960292,0,0,0,0,0,0
unidec,0.011960292,0,0,0,0,0,0
unet,0.011960292,0.0304414,0.02985966,0,2.545205479,2.496566139,0
ultrarm13b,0.011960292,0,0,0,0,0,0
ullme,0.011960292,0,0,0,0,0,0
ulip2,0.011960292,0.0304414,0.02985966,0,2.545205479,2.496566139,0
uie,0.011960292,0,0,0,0,0,0
uh1,0.011960292,0,0,0,0,0,0
ufo,0.011960292,0,0,0,0,0,0
udsr,0.011960292,0,0,0,0,0,0
uds,0.011960292,0,0,0,0,0,0
udagent,0.011960292,0,0,0,0,0,0
ucf,0.011960292,0,0,0,0,0,0
uala,0.011960292,0,0,0,0,0,0
kvplm,0.011960292,0,0,0,0,0,0
kvmem,0.011960292,0,0,0,0,0,0
kto,0.011960292,0,0,0,0,0,0
kpgt,0.011960292,0,0,0,0,0,0
knowpath,0.011960292,0,0,0,0,0,0
kmeanstfidf,0.011960292,0,0,0,0,0,0
kmeansinst,0.011960292,0,0,0,0,0,0
klminimization,0.011960292,0,0,0,0,0,0
klcov,0.011960292,0,0,0,0,0,0
klascent,0.011960292,0,0,0,0,0,0
kimivla3bthinking,0.011960292,0,0,0,0,0,0
kimivl,0.011960292,0,0,0,0,0,0
kimik2instruct0905,0.011960292,0,0,0,0,0,0
kimik2instruct,0.011960292,0,0,0,0,0,0
langgpt,0.011960292,0,0,0,0,0,0
lang2logic,0.011960292,0,0,0,0,0,0
lamer,0.011960292,0,0,0,0,0,0
lambdaqwen2514bdpotest,0.011960292,0,0,0,0,0,0
lama,0.011960292,0.0304414,0.02985966,0.039541321,2.545205479,2.496566139,3.306049822
lac,0.011960292,0,0,0,0,0,0
labelsurprise,0.011960292,0,0,0,0,0,0
l4m,0.011960292,0,0,0,0,0,0
l2hp,0.011960292,0,0,0,0,0,0
layoutformer,0.011960292,0,0,0,0,0,0
layoutdiffusion,0.011960292,0,0,0,0,0,0
lavidadream,0.011960292,0,0,0,0,0,0
lauragpt,0.011960292,0,0,0,0,0,0
laurads,0.011960292,0,0,0,0,0,0
lattice,0.011960292,0,0,0,0,0,0
latro,0.011960292,0,0,0,0,0,0
latinhypercube,0.011960292,0,0,0,0,0,0
latefusion,0.011960292,0,0,0,0,0,0
lat,0.011960292,0,0,0,0,0,0
lasttoken,0.011960292,0,0,0,0,0,0
lasr,0.011960292,0,0,0,0,0,0
langwbc,0.011960292,0,0,0,0,0,0
led,0.011960292,0,0,0,0,0,0
learnopt,0.011960292,0,0,0,0,0,0
leapfrog,0.011960292,0,0,0,0,0,0
lcs,0.011960292,0,0,0,0,0,0
lcrl,0.011960292,0,0,0,0,0,0
lbptop,0.011960292,0,0,0,0,0,0
lbcl,0.011960292,0,0,0,0,0,0
layoutvae,0.011960292,0,0,0,0,0,0
layouttransformer,0.011960292,0,0,0,0,0,0
layoutprompter,0.011960292,0,0,0,0,0,0
layoutlmv3,0.011960292,0,0,0,0,0,0
layoutlmdqa,0.011960292,0,0,0,0,0,0
layoutgan,0.011960292,0.0304414,0,0,2.545205479,0,0
typenet,0.011960292,0,0,0,0,0,0
twotower,0.011960292,0,0,0,0,0,0
twostagellm,0.011960292,0,0,0,0,0,0
twitterrobertasentiment,0.011960292,0,0,0,0,0,0
twin,0.011960292,0,0,0,0,0,0
tutorllm,0.011960292,0,0,0,0,0,0
tulu3walign,0.011960292,0,0,0,0,0,0
tulu3r,0.011960292,0,0,0,0,0,0
tulu3actscale,0.011960292,0,0,0,0,0,0
tulu3actrot,0.011960292,0,0,0,0,0,0
tulu3actalign,0.011960292,0,0,0,0,0,0
tulu3,0.011960292,0,0,0,0,0,0
lgsid,0.011960292,0,0,0,0,0,0
lgpn,0.011960292,0,0,0,0,0,0
lfm28b,0.011960292,0,0,0,0,0,0
lfm2,0.011960292,0,0,0,0,0,0
lexilaw,0.011960292,0,0,0,0,0,0
lettertiger,0.011960292,0,0,0,0,0,0
letterlcrec,0.011960292,0,0,0,0,0,0
letter,0.011960292,0,0,0,0,0,0
less,0.011960292,0,0,0,0,0,0
lerf,0.011960292,0,0,0,0,0,0
leo,0.011960292,0,0,0,0,0,0
lenet,0.011960292,0,0,0,0,0,0
lehd,0.011960292,0,0,0,0,0,0
legallongformer,0.011960292,0,0,0,0,0,0
legalbert,0.011960292,0.091324201,0.059719319,0,7.635616438,4.993132278,0
claudesonnet4520250929thinking,0.011960292,0,0,0,0,0,0
claudesonnet4520250929,0.011960292,0,0,0,0,0,0
linearreward,0.011960292,0,0,0,0,0,0
linearprobes,0.011960292,0,0,0,0,0,0
linearobserver,0.011960292,0,0,0,0,0,0
linearmodel,0.011960292,0,0,0,0,0,0
linearmixedeffects,0.011960292,0,0,0,0,0,0
linearaverage,0.011960292,0,0,0,0,0,0
limit,0.011960292,0,0,0,0,0,0
lightxml,0.011960292,0,0,0,0,0,0
lightr17bds,0.011960292,0,0,0,0,0,0
lightprof,0.011960292,0,0,0,0,0,0
lightgcl,0.011960292,0,0,0,0,0,0
lightgaitset,0.011960292,0,0,0,0,0,0
litmof,0.011960292,0,0,0,0,0,0
lisa10,0.011960292,0,0,0,0,0,0
linmethod,0.011960292,0,0,0,0,0,0
linguisticanalyzer,0.011960292,0,0,0,0,0,0
clip4clip,0.011960292,0,0,0,0,0,0
clinphen,0.011960292,0,0,0,0,0,0
clinicalr13b,0.011960292,0,0,0,0,0,0
clinicalml,0.011960292,0,0,0,0,0,0
clinicalclip,0.011960292,0,0,0,0,0,0
clinicalcamel70b,0.011960292,0,0,0,0,0,0
clinicalbert,0.011960292,0.152207002,0.268736936,0.55357849,12.7260274,22.46909525,46.28469751
cjgrpo,0.011960292,0,0,0,0,0,0
cispo,0.011960292,0,0,0,0,0,0
circuitbreakers,0.011960292,0,0,0,0,0,0
circuitbreaker,0.011960292,0,0,0,0,0,0
claudeopus4thinking,0.011960292,0,0,0,0,0,0
claudeopus4120250805,0.011960292,0,0,0,0,0,0
claudehaiku3,0.011960292,0,0,0,0,0,0
claudecode,0.011960292,0,0,0,0,0,0
lladav,0.011960292,0,0,0,0,0,0
lladamoe,0.011960292,0,0,0,0,0,0
ll3da,0.011960292,0.0304414,0.059719319,0,2.545205479,4.993132278,0
lkh3,0.011960292,0,0,0,0,0,0
livemamba,0.011960292,0,0,0,0,0,0
livecc,0.011960292,0,0,0,0,0,0
llama2base7b,0.011960292,0,0,0,0,0,0
llama2base13b,0.011960292,0,0,0,0,0,0
llama27brm,0.011960292,0,0,0,0,0,0
llama27bft,0.011960292,0,0,0,0,0,0
llama213bclassifier,0.011960292,0,0,0,0,0,0
llaga,0.011960292,0,0,0,0,0,0
claude35sonnetv2,0.011960292,0,0,0,0,0,0
claude3,0.011960292,0.426179604,0.597193192,4.586793199,35.63287671,49.93132278,383.5017794
claimbaseline,0.011960292,0,0,0,0,0,0
cl4srec,0.011960292,0,0,0,0,0,0
tulu2dpo70b,0.011960292,0,0,0,0,0,0
tulu27bdpo,0.011960292,0,0,0,0,0,0
tulu27b,0.011960292,0,0,0,0,0,0
tucano24b,0.011960292,0,0,0,0,0,0
tsvm,0.011960292,0,0,0,0,0,0
tssf,0.011960292,0,0,0,0,0,0
tsllava,0.011960292,0,0,0,0,0,0
tsftransformer,0.011960292,0,0,0,0,0,0
ts,0.011960292,0,0,0,0,0,0
trsr,0.011960292,0,0,0,0,0,0
trpo,0.011960292,0,0,0,0,0,0
trojansaint,0.011960292,0,0,0,0,0,0
trojanloc,0.011960292,0,0,0,0,0,0
trocrbp,0.011960292,0,0,0,0,0,0
trmmoe,0.011960292,0,0,0,0,0,0
triwe,0.011960292,0,0,0,0,0,0
llama318bchat,0.011960292,0,0,0,0,0,0
llama318bbase,0.011960292,0,0,0,0,0,0
llama3170bturbo,0.011960292,0,0,0,0,0,0
llama2vec,0.011960292,0,0,0,0,0,0
llama2prog7b,0.011960292,0,0,0,0,0,0
llama2prog13b,0.011960292,0,0,0,0,0,0
llama2math7b,0.011960292,0,0,0,0,0,0
llama2math13b,0.011960292,0,0,0,0,0,0
llama2finance7b,0.011960292,0,0,0,0,0,0
llama2chat7b,0.011960292,0,0,0,0,0,0
llama2chat13b,0.011960292,0,0,0,0,0,0
llama31storm8b,0.011960292,0,0,0,0,0,0
llama31nemotron70binstructhf,0.011960292,0,0,0,0,0,0
llama31bc,0.011960292,0,0,0,0,0,0
cicl,0.011960292,0,0,0,0,0,0
chirono18b,0.011960292,0,0,0,0,0,0
chipnemo,0.011960292,0,0,0,0,0,0
chineseroberta,0.011960292,0,0,0,0,0,0
chinesealpaca,0.011960292,0,0,0,0,0,0
chicksexer,0.011960292,0,0,0,0,0,0
chengpian,0.011960292,0,0,0,0,0,0
chattts,0.011960292,0,0,0,0,0,0
llama35,0.011960292,0,0,0,0,0,0
llama3370bq4,0.011960292,0,0,0,0,0,0
llama3370binst,0.011960292,0,0,0,0,0,0
llama32small,0.011960292,0,0,0,0,0,0
llama328b,0.011960292,0,0,0,0,0,0
chatie,0.011960292,0,0,0,0,0,0
chathtnlearner,0.011960292,0,0,0,0,0,0
chathtn,0.011960292,0,0,0,0,0,0
chatgptdeepresearch,0.011960292,0,0,0,0,0,0
chatgpt41,0.011960292,0,0,0,0,0,0
chatgpt4,0.011960292,0,0,0,0,0,0
chatglm49b,0.011960292,0,0,0,0,0,0
chatglm45,0.011960292,0,0,0,0,0,0
llama323binstructturbo,0.011960292,0,0,0,0,0,0
llama323binst,0.011960292,0,0,0,0,0,0
triposg,0.011960292,0,0,0,0,0,0
trinity,0.011960292,0,0,0,0,0,0
trimandfill,0.011960292,0,0,0,0,0,0
tricdr,0.011960292,0,0,0,0,0,0
treerec,0.011960292,0,0,0,0,0,0
treeparzen,0.011960292,0,0,0,0,0,0
treeofthought,0.011960292,0,0,0,0,0,0
transpec13b,0.011960292,0,0,0,0,0,0
llama70bfp8,0.011960292,0,0,0,0,0,0
llama4scout17b16einst,0.011960292,0,0,0,0,0,0
llama4rifl,0.011960292,0,0,0,0,0,0
llama4maverick17b128einstruct,0.011960292,0,0,0,0,0,0
llama4maverick17b128einst,0.011960292,0,0,0,0,0,0
llama3turbo70b,0.011960292,0,0,0,0,0,0
llama3med428b,0.011960292,0,0,0,0,0,0
llama3base,0.011960292,0,0,0,0,0,0
llama3athene70b,0.011960292,0,0,0,0,0,0
llama38binstructfp16,0.011960292,0,0,0,0,0,0
llama38bevaluator,0.011960292,0,0,0,0,0,0
llamaembednemtron8b,0.011960292,0,0,0,0,0,0
llamachat,0.011960292,0,0,0,0,0,0
chatglm3,0.011960292,0,0.059719319,0,0,4.993132278,0
chatglm2,0.011960292,0,0,0,0,0,0
chateval,0.011960292,0,0,0,0,0,0
chatel,0.011960292,0,0,0,0,0,0
chatbison32k,0.011960292,0,0,0,0,0,0
chat3dv2,0.011960292,0,0,0,0,0,0
chat3d,0.011960292,0,0.02985966,0,0,2.496566139,0
chainofthought,0.011960292,0,0,0,0,0,0
chainofdraft,0.011960292,0,0,0,0,0,0
trafficformer,0.011960292,0,0,0,0,0,0
trackformer,0.011960292,0.0304414,0,0,2.545205479,0,0
tqc,0.011960292,0,0,0,0,0,0
tpsr,0.011960292,0,0,0,0,0,0
tpo,0.011960292,0,0,0,0,0,0
tpe,0.011960292,0,0,0,0,0,0
torchinductor,0.011960292,0,0,0,0,0,0
topicclassifier,0.011960292,0,0,0,0,0,0
top5ann,0.011960292,0,0,0,0,0,0
toolllama,0.011960292,0.0304414,0.02985966,0,2.545205479,2.496566139,0
toolace28b,0.011960292,0,0,0,0,0,0
toolace,0.011960292,0,0,0,0,0,0
tokenskip,0.011960292,0,0,0,0,0,0
llambomc,0.011960292,0,0,0,0,0,0
llamavltelco,0.011960292,0,0,0,0,0,0
llamavid,0.011960292,0,0.059719319,0.079082641,0,4.993132278,6.612099644
llamav2,0.011960292,0,0,0,0,0,0
llamav1,0.011960292,0,0,0,0,0,0
llamasupport,0.011960292,0,0,0,0,0,0
llamasae,0.011960292,0,0,0,0,0,0
llamarec,0.011960292,0,0,0,0,0,0
llamapromptguard2,0.011960292,0,0,0,0,0,0
llamapromptguard,0.011960292,0,0,0,0,0,0
llamaguard412b,0.011960292,0,0,0,0,0,0
llamagqa,0.011960292,0,0,0,0,0,0
causalawarellms,0.011960292,0,0,0,0,0,0
llavamed15,0.011960292,0,0,0,0,0,0
llavakd,0.011960292,0,0,0,0,0,0
llava167b,0.011960292,0,0,0,0,0,0
llava157bhf,0.011960292,0,0,0,0,0,0
llava13b,0.011960292,0,0,0,0,0,0
llasmol,0.011960292,0,0,0,0,0,0
llasasft,0.011960292,0,0,0,0,0,0
llasarlfm,0.011960292,0,0,0,0,0,0
llasarl,0.011960292,0,0,0,0,0,0
llamcat,0.011960292,0,0,0,0,0,0
llavanextvideo,0.011960292,0,0.119438638,0.039541321,0,9.986264557,3.306049822
llavanextinterleave,0.011960292,0,0,0,0,0,0
cerebrasgpt13b,0.011960292,0,0,0,0,0,0
cerebrasgpt,0.011960292,0,0,0,0,0,0
ceonly,0.011960292,0,0,0,0,0,0
centralizedgurobi,0.011960292,0,0,0,0,0,0
cent,0.011960292,0,0,0,0,0,0
cdbtune,0.011960292,0,0,0,0,0,0
cdae,0.011960292,0,0,0,0,0,0
ccpo,0.011960292,0,0,0,0,0,0
ccnn,0.011960292,0,0,0,0,0,0
cbq,0.011960292,0,0,0,0,0,0
tokenprepending,0.011960292,0,0,0,0,0,0
tokenpacker,0.011960292,0,0,0,0,0,0
tokenmol,0.011960292,0,0,0,0,0,0
tokenbudget,0.011960292,0,0,0,0,0,0
tog,0.011960292,0,0,0,0,0,0
toat,0.011960292,0,0,0,0,0,0
tlsassist,0.011960292,0,0,0,0,0,0
tkinstructdefpos,0.011960292,0,0,0,0,0,0
tkinstructdef,0.011960292,0,0,0,0,0,0
titan,0.011960292,0,0,0,0,0,0
tinyswallow15binstruct,0.011960292,0,0,0,0,0,0
tinystoriesmodel,0.011960292,0,0,0,0,0,0
llm2fxtools,0.011960292,0,0,0,0,0,0
llm2comprc,0.011960292,0,0,0,0,0,0
llm2compnll,0.011960292,0,0,0,0,0,0
llm2compkl,0.011960292,0,0,0,0,0,0
llm2comp,0.011960292,0,0,0,0,0,0
llm2clip,0.011960292,0,0,0,0,0,0
llemma7b,0.011960292,0,0,0,0,0,0
llavit,0.011960292,0,0,0,0,0,0
llavavideo,0.011960292,0.091324201,0.059719319,0,7.635616438,4.993132278,0
llavav16vicuna13b,0.011960292,0,0,0,0,0,0
llavav1634bhf,0.011960292,0,0,0,0,0,0
llavaprumerge,0.011960292,0,0,0,0,0,0
llavaov,0.011960292,0,0,0,0,0,0
llavaosd,0.011960292,0,0,0,0,0,0
llavaonevisionqwen27bovhf,0.011960292,0,0,0,0,0,0
llmes,0.011960292,0,0,0,0,0,0
llmedt,0.011960292,0,0,0,0,0,0
llmedgerefine,0.011960292,0,0,0,0,0,0
llmcorrection,0.011960292,0,0,0,0,0,0
llmconnectome,0.011960292,0,0,0,0,0,0
llmcompiler,0.011960292,0,0,0,0,0,0
llmassistant,0.011960292,0,0,0,0,0,0
llmarc,0.011960292,0,0,0,0,0,0
llmaid,0.011960292,0,0,0,0,0,0
llm4od,0.011960292,0,0,0,0,0,0
llm4fdg,0.011960292,0,0,0,0,0,0
llm4ev,0.011960292,0,0,0,0,0,0
llm4eonpa,0.011960292,0,0,0,0,0,0
llm4eo,0.011960292,0,0,0,0,0,0
llm2vec,0.011960292,0,0,0,0,0,0
llmtextonly,0.011960292,0,0,0,0,0,0
llmsrclog,0.011960292,0,0,0,0,0,0
llmsolver,0.011960292,0,0,0,0,0,0
llmrag,0.011960292,0,0,0,0,0,0
llmqa,0.011960292,0,0,0,0,0,0
llmq,0.011960292,0,0,0,0,0,0
llmpruner,0.011960292,0,0,0,0,0,0
llmpirate,0.011960292,0,0,0,0,0,0
llmonetime,0.011960292,0,0,0,0,0,0
llmmemcluster,0.011960292,0.0304414,0,0,2.545205479,0,0
llmmas,0.011960292,0,0,0,0,0,0
llmlog,0.011960292,0,0,0,0,0,0
llminit,0.011960292,0,0,0,0,0,0
llmhierarchical,0.011960292,0,0,0,0,0,0
llmgnn,0.011960292,0,0,0,0,0,0
logbert,0.011960292,0,0,0,0,0,0
loganomaly,0.011960292,0,0,0,0,0,0
locoop,0.011960292,0,0,0,0,0,0
locate,0.011960292,0,0,0,0,0,0
localgnn,0.011960292,0,0,0,0,0,0
